epoch,epoch_loss,split,loss,acc,sample_fn
0,1.2076939,train,1.1447738,0.4182233918633246,gumbel_soft
0,1.2076939,val,1.1825602,0.4,gumbel_soft
0,1.2076939,test,1.1604546,0.4125197819588535,gumbel_soft
1,1.1388876,train,1.1323568,0.416066266879503,gumbel_soft
1,1.1388876,val,1.1737822,0.40592734225621413,gumbel_soft
1,1.1388876,test,1.1495374,0.4119922630560928,gumbel_soft
2,1.1275173,train,1.1201321,0.42857759178566807,gumbel_soft
2,1.1275173,val,1.1502652,0.4202676864244742,gumbel_soft
2,1.1275173,test,1.1307075,0.4395990856339019,gumbel_soft
3,1.1229849,train,1.1284001,0.43418611674360413,gumbel_soft
3,1.1229849,val,1.1453109,0.4269598470363289,gumbel_soft
3,1.1229849,test,1.1385586,0.4376648496571127,gumbel_soft
4,1.1081057,train,1.088874,0.4632425902756806,gumbel_soft
4,1.1081057,val,1.1144664,0.4611854684512428,gumbel_soft
4,1.1081057,test,1.0984141,0.47019518199402144,gumbel_soft
5,1.0947534,train,1.0765446,0.4445187454161094,gumbel_soft
5,1.0947534,val,1.1118906,0.4472275334608031,gumbel_soft
5,1.0947534,test,1.1095951,0.44417091612449444,gumbel_soft
6,1.0511217,train,1.0179191,0.5130290349022822,gumbel_soft
6,1.0511217,val,1.0273875,0.5231357552581262,gumbel_soft
6,1.0511217,test,1.0487952,0.500439599085634,gumbel_soft
7,0.99863756,train,0.99144673,0.5208378273437163,gumbel_soft
7,0.99863756,val,0.9814108,0.5235181644359465,gumbel_soft
7,0.99863756,test,0.9776315,0.5401793564269386,gumbel_soft
8,0.9687096,train,0.959864,0.5232538073255965,gumbel_soft
8,0.9687096,val,1.0145088,0.5007648183556406,gumbel_soft
8,0.9687096,test,0.96921897,0.5289256198347108,gumbel_soft
9,0.90183586,train,0.84737617,0.588744121834419,gumbel_soft
9,0.90183586,val,0.8670449,0.5804971319311664,gumbel_soft
9,0.90183586,test,0.8205054,0.5983822753648672,gumbel_soft
10,0.7976069,train,0.75328827,0.6428663876785021,gumbel_soft
10,0.7976069,val,0.81595254,0.5996175908221797,gumbel_soft
10,0.7976069,test,0.74836504,0.6530684016177246,gumbel_soft
11,0.7456096,train,0.7237567,0.6658829112558782,gumbel_soft
11,0.7456096,val,0.75873166,0.6665391969407266,gumbel_soft
11,0.7456096,test,0.7316934,0.6504308071039212,gumbel_soft
12,0.7220211,train,0.72058207,0.6691185987316105,gumbel_soft
12,0.7220211,val,0.7149289,0.661376673040153,gumbel_soft
12,0.7220211,test,0.80908483,0.6275716546509583,gumbel_soft
13,0.76900977,train,0.8525392,0.6036067129729497,gumbel_soft
13,0.76900977,val,1.0133213,0.5403441682600383,gumbel_soft
13,0.76900977,test,0.84962404,0.607701775980306,gumbel_soft
14,0.73710215,train,0.711263,0.7088528409336037,gumbel_soft
14,0.73710215,val,0.8671247,0.6260038240917782,gumbel_soft
14,0.73710215,test,0.6995881,0.7052927729910322,gumbel_soft
15,0.6880741,train,0.67743397,0.680270934897968,gumbel_soft
15,0.6880741,val,0.69132435,0.681453154875717,gumbel_soft
15,0.6880741,test,0.6940482,0.671355723580095,gumbel_soft
16,0.6728114,train,0.66171485,0.714288795892834,gumbel_soft
16,0.6728114,val,0.7352749,0.6889101338432122,gumbel_soft
16,0.6728114,test,0.68171877,0.7137330754352031,gumbel_soft
17,0.66874254,train,0.7012208,0.7029854609776091,gumbel_soft
17,0.66874254,val,0.6949361,0.7074569789674953,gumbel_soft
17,0.66874254,test,0.6508273,0.7137330754352031,gumbel_soft
18,0.713606,train,0.77742803,0.6313041977652185,gumbel_soft
18,0.713606,val,0.789034,0.6382409177820267,gumbel_soft
18,0.713606,test,0.8591879,0.6029541058554598,gumbel_soft
19,0.722623,train,0.72737944,0.685275464860434,gumbel_soft
19,0.722623,val,0.7465332,0.6860420650095602,gumbel_soft
19,0.722623,test,0.73233765,0.6873571302971689,gumbel_soft
20,0.7017127,train,0.64700073,0.7196600371025498,gumbel_soft
20,0.7017127,val,0.65839297,0.7066921606118547,gumbel_soft
20,0.7017127,test,0.6782949,0.7035343766484966,gumbel_soft
21,0.6611257,train,0.65630376,0.7018421847361836,gumbel_soft
21,0.6611257,val,0.7799664,0.6470363288718929,gumbel_soft
21,0.6611257,test,0.6749929,0.7010726217689467,gumbel_soft
22,0.6314911,train,0.64510274,0.7047758747141809,gumbel_soft
22,0.6314911,val,0.71023923,0.6866156787762906,gumbel_soft
22,0.6314911,test,0.6497608,0.7054686126252857,gumbel_soft
23,0.6241595,train,0.6281912,0.7260019845549851,gumbel_soft
23,0.6241595,val,0.668969,0.7156787762906309,gumbel_soft
23,0.6241595,test,0.6074527,0.7395815016704765,gumbel_soft
24,0.6294071,train,0.6429293,0.7263255533025583,gumbel_soft
24,0.6294071,val,0.6490807,0.7173996175908222,gumbel_soft
24,0.6294071,test,0.74144834,0.6804993845612801,gumbel_soft
25,0.59164125,train,0.5814185,0.7506363518702274,gumbel_soft
25,0.59164125,val,0.5700428,0.7594646271510517,gumbel_soft
25,0.59164125,test,0.60582554,0.7499560400914366,gumbel_soft
26,0.60322595,train,0.57786244,0.7482850856378619,gumbel_soft
26,0.60322595,val,0.63016087,0.7256214149139579,gumbel_soft
26,0.60322595,test,0.6038223,0.7383506242307016,gumbel_soft
27,0.5841143,train,0.6647124,0.7117002459122481,gumbel_soft
27,0.5841143,val,0.7163037,0.6938814531548757,gumbel_soft
27,0.5841143,test,0.6375061,0.7267452083699666,gumbel_soft
28,0.58873904,train,0.5617654,0.7551878855860908,gumbel_soft
28,0.58873904,val,0.5921089,0.739961759082218,gumbel_soft
28,0.58873904,test,0.5961326,0.7413398980130121,gumbel_soft
29,0.58601254,train,0.5824806,0.7447258294145562,gumbel_soft
29,0.58601254,val,0.6228587,0.7334608030592734,gumbel_soft
29,0.58601254,test,0.72694075,0.6789168278529981,gumbel_soft
30,0.57546633,train,0.58162606,0.751003063117477,gumbel_soft
30,0.57546633,val,0.59244555,0.7495219885277247,gumbel_soft
30,0.57546633,test,0.5660066,0.7671883242482855,gumbel_soft
31,0.5849871,train,0.55507535,0.7607101255446741,gumbel_soft
31,0.5849871,val,0.56891346,0.7650095602294456,gumbel_soft
31,0.5849871,test,0.56461066,0.756989625461579,gumbel_soft
32,0.57694274,train,0.6074631,0.7311143707666422,gumbel_soft
32,0.57694274,val,0.60171264,0.7355640535372849,gumbel_soft
32,0.57694274,test,0.63722926,0.7096887638473712,gumbel_soft
33,0.5788012,train,0.57182294,0.7495146468786401,gumbel_soft
33,0.5788012,val,0.5619239,0.752963671128107,gumbel_soft
33,0.5788012,test,0.58495104,0.7552312291190434,gumbel_soft
34,0.5734295,train,0.5783789,0.7469908106475689,gumbel_soft
34,0.5734295,val,0.6341096,0.7344168260038241,gumbel_soft
34,0.5734295,test,0.5776012,0.7434499736240548,gumbel_soft
35,0.6056287,train,0.5817926,0.7496225031278312,gumbel_soft
35,0.6056287,val,0.58513236,0.7520076481835564,gumbel_soft
35,0.6056287,test,0.6252949,0.743801652892562,gumbel_soft
36,0.57816094,train,0.59344554,0.7443591181673066,gumbel_soft
36,0.57816094,val,0.593098,0.735755258126195,gumbel_soft
36,0.57816094,test,0.5681202,0.7531211535080007,gumbel_soft
