epoch,epoch_loss,split,loss,acc,sample_fn
17,0.5727378,val,0.56032604,0.7641169403283941,gumbel_soft
17,0.5727378,test,0.5628493,0.7706537356321839,gumbel_soft
18,0.55866843,train,0.5514579,0.7603848128389992,gumbel_soft
18,0.55866843,val,0.5533417,0.7609130957148579,gumbel_soft
18,0.55866843,test,0.54065406,0.7744252873563219,gumbel_soft
19,0.5481508,train,0.5370891,0.7634204593647463,gumbel_soft
19,0.5481508,val,0.5342029,0.7667200640768923,gumbel_soft
19,0.5481508,test,0.5448218,0.7634698275862069,gumbel_soft
20,0.53062254,train,0.5202995,0.7735318408071249,gumbel_soft
20,0.53062254,val,0.5223316,0.7739287144573488,gumbel_soft
20,0.53062254,test,0.5181034,0.7832255747126436,gumbel_soft
21,0.5141451,train,0.5069671,0.7806745385147653,gumbel_soft
21,0.5141451,val,0.5086192,0.7793352022426913,gumbel_soft
21,0.5141451,test,0.5099087,0.7785560344827587,gumbel_soft
22,0.50325364,train,0.49389794,0.7871252873819781,gumbel_soft
22,0.50325364,val,0.4874878,0.7933520224269123,gumbel_soft
22,0.50325364,test,0.48467615,0.7984913793103449,gumbel_soft
23,0.48615524,train,0.47760946,0.7973482734760384,gumbel_soft
23,0.48615524,val,0.47428834,0.7949539447336804,gumbel_soft
23,0.48615524,test,0.4667514,0.8020833333333334,gumbel_soft
24,0.47242862,train,0.46979603,0.7981295060378116,gumbel_soft
24,0.47242862,val,0.47677365,0.802763315979175,gumbel_soft
24,0.47242862,test,0.46345773,0.8089080459770115,gumbel_soft
25,0.4635767,train,0.45331568,0.8051829200241066,gumbel_soft
25,0.4635767,val,0.4611303,0.803764517420905,gumbel_soft
25,0.4635767,test,0.4530858,0.8110632183908046,gumbel_soft
26,0.45803228,train,0.44760936,0.8092676502756635,gumbel_soft
26,0.45803228,val,0.44151545,0.8213856627953544,gumbel_soft
26,0.45803228,test,0.43917382,0.818426724137931,gumbel_soft
27,0.44470334,train,0.43850654,0.8120577665677106,gumbel_soft
27,0.44470334,val,0.44234788,0.8101722066479776,gumbel_soft
27,0.44470334,test,0.42921138,0.828125,gumbel_soft
28,0.4362164,train,0.42763743,0.8202272270708243,gumbel_soft
28,0.4362164,val,0.42521456,0.8241890268321986,gumbel_soft
28,0.4362164,test,0.4184627,0.8265086206896551,gumbel_soft
29,0.43424737,train,0.43126994,0.8194683154393875,gumbel_soft
29,0.43424737,val,0.42901728,0.8139767721265518,gumbel_soft
29,0.43424737,test,0.4216717,0.8218390804597702,gumbel_soft
30,0.4415921,train,0.42671192,0.8241333898796902,gumbel_soft
30,0.4415921,val,0.43742418,0.8167801361633961,gumbel_soft
30,0.4415921,test,0.41600224,0.8338721264367817,gumbel_soft
31,0.43252772,train,0.4291982,0.8227271712684985,gumbel_soft
31,0.43252772,val,0.43864858,0.8193832599118943,gumbel_soft
31,0.43252772,test,0.4196252,0.8315373563218391,gumbel_soft
32,0.43462673,train,0.45114785,0.8254503247695364,gumbel_soft
32,0.43462673,val,0.4417058,0.8283940728874649,gumbel_soft
32,0.43462673,test,0.4332842,0.8362068965517241,gumbel_soft
33,0.44202533,train,0.42986897,0.8192227852056874,gumbel_soft
33,0.44202533,val,0.42761615,0.8211854225070084,gumbel_soft
33,0.44202533,test,0.4311216,0.8227370689655172,gumbel_soft
34,0.43448603,train,0.42489058,0.8214995200999977,gumbel_soft
34,0.43448603,val,0.43247804,0.8237885462555066,gumbel_soft
34,0.43448603,test,0.41767186,0.8243534482758621,gumbel_soft
35,0.4167073,train,0.41040367,0.8306511015379121,gumbel_soft
35,0.4167073,val,0.3955032,0.8334000800961153,gumbel_soft
35,0.4167073,test,0.4018125,0.8344109195402298,gumbel_soft
36,0.4043868,train,0.4024187,0.8374366643601705,gumbel_soft
36,0.4043868,val,0.38563368,0.8400080096115339,gumbel_soft
36,0.4043868,test,0.38937536,0.8441091954022989,gumbel_soft
37,0.38059756,train,0.37076733,0.851989910939488,gumbel_soft
37,0.38059756,val,0.38000822,0.8510212254705647,gumbel_soft
37,0.38059756,test,0.36868328,0.8602729885057471,gumbel_soft
38,0.3705725,train,0.34459937,0.8683288319457155,gumbel_soft
38,0.3705725,val,0.33374274,0.8748498197837404,gumbel_soft
38,0.3705725,test,0.3349589,0.8733836206896551,gumbel_soft
39,0.33990255,train,0.31285775,0.8919666971719381,gumbel_soft
39,0.33990255,val,0.30837157,0.8892671205446536,gumbel_soft
39,0.33990255,test,0.3265251,0.8848778735632183,gumbel_soft
40,0.3083527,train,0.2771913,0.9157608089105154,gumbel_soft
40,0.3083527,val,0.28490892,0.9158990788946736,gumbel_soft
40,0.3083527,test,0.302614,0.9082255747126436,gumbel_soft
41,0.2760747,train,0.26527452,0.928193567107877,gumbel_soft
41,0.2760747,val,0.25155374,0.9283139767721266,gumbel_soft
41,0.2760747,test,0.25634307,0.9353448275862069,gumbel_soft
42,0.26182267,train,0.2539893,0.9342871810897079,gumbel_soft
42,0.26182267,val,0.29253316,0.920905086103324,gumbel_soft
42,0.26182267,test,0.26846978,0.9360632183908046,gumbel_soft
43,0.2500799,train,0.23349473,0.9444878462534319,gumbel_soft
43,0.2500799,val,0.25877655,0.9351221465758911,gumbel_soft
43,0.2500799,test,0.24983492,0.9346264367816092,gumbel_soft
44,0.23521456,train,0.23695321,0.9435950090399768,gumbel_soft
44,0.23521456,val,0.24217184,0.9417300760913095,gumbel_soft
44,0.23521456,test,0.22234415,0.9486350574712644,gumbel_soft
45,0.23832342,train,0.23054147,0.9446217718354502,gumbel_soft
45,0.23832342,val,0.2283154,0.9393271926311574,gumbel_soft
45,0.23832342,test,0.24637616,0.9410919540229885,gumbel_soft
46,0.23201025,train,0.22414924,0.9475011718488426,gumbel_soft
46,0.23201025,val,0.22448,0.947537044453344,gumbel_soft
46,0.23201025,test,0.23685178,0.9432471264367817,gumbel_soft
47,0.24057962,train,0.22489785,0.9485502555746523,gumbel_soft
47,0.24057962,val,0.23128933,0.9525430516619944,gumbel_soft
47,0.24057962,test,0.22656544,0.9527658045977011,gumbel_soft
48,0.22736757,train,0.22174431,0.9531483672239459,gumbel_soft
48,0.22736757,val,0.2194971,0.9493392070484582,gumbel_soft
48,0.22736757,test,0.23445907,0.9448635057471264,gumbel_soft
49,0.22577932,train,0.21506122,0.950068078837526,gumbel_soft
49,0.22577932,val,0.21924734,0.9499399279134962,gumbel_soft
49,0.22577932,test,0.21496516,0.9561781609195402,gumbel_soft
50,0.21054259,train,0.20783411,0.9518537532644361,gumbel_soft
50,0.21054259,val,0.19779412,0.9623548257909491,gumbel_soft
50,0.21054259,test,0.21410574,0.9448635057471264,gumbel_soft
51,0.21689525,train,0.2222633,0.9493761299970983,gumbel_soft
51,0.21689525,val,0.21981733,0.9495394473368042,gumbel_soft
51,0.21689525,test,0.2458952,0.9401939655172413,gumbel_soft
52,0.22456755,train,0.2183399,0.950960916050981,gumbel_soft
52,0.22456755,val,0.23229237,0.9459351221465759,gumbel_soft
52,0.22456755,test,0.20844197,0.9561781609195402,gumbel_soft
53,0.20613828,train,0.2080172,0.9507377067476173,gumbel_soft
53,0.20613828,val,0.19453207,0.9535442531037245,gumbel_soft
53,0.20613828,test,0.19976132,0.9551005747126436,gumbel_soft
54,0.21894978,train,0.19883725,0.9533269346666369,gumbel_soft
54,0.21894978,val,0.20894988,0.9493392070484582,gumbel_soft
54,0.21894978,test,0.21439888,0.9479166666666666,gumbel_soft
55,0.19609594,train,0.19530033,0.9515189393093905,gumbel_soft
55,0.19609594,val,0.20565288,0.946535843011614,gumbel_soft
55,0.19609594,test,0.19380945,0.9552801724137931,gumbel_soft
56,0.19642903,train,0.19308235,0.9538179951340372,gumbel_soft
56,0.19642903,val,0.21536219,0.9387264717661193,gumbel_soft
56,0.19642903,test,0.20906167,0.9461206896551724,gumbel_soft
57,0.19899406,train,0.18818736,0.9543313765317738,gumbel_soft
57,0.19899406,val,0.17870335,0.960953143772527,gumbel_soft
57,0.19899406,test,0.18121672,0.9565373563218391,gumbel_soft
58,0.18359485,train,0.17517385,0.9605812370259592,gumbel_soft
58,0.18359485,val,0.16725329,0.9623548257909491,gumbel_soft
58,0.18359485,test,0.18283476,0.9610272988505747,gumbel_soft
59,0.161138,train,0.18369825,0.9584607486440034,gumbel_soft
59,0.161138,val,0.17268549,0.9615538646375651,gumbel_soft
59,0.161138,test,0.18402834,0.9599497126436781,gumbel_soft
60,0.18907596,train,0.18122776,0.9579920091069396,gumbel_soft
60,0.18907596,val,0.19122483,0.9485382458950741,gumbel_soft
60,0.18907596,test,0.17210728,0.9583333333333334,gumbel_soft
61,0.17765546,train,0.1771531,0.9575902323608848,gumbel_soft
61,0.17765546,val,0.14929374,0.9697637164597517,gumbel_soft
61,0.17765546,test,0.16113526,0.9642600574712644,gumbel_soft
62,0.17713384,train,0.16532914,0.9633936742483427,gumbel_soft
62,0.17713384,val,0.16417556,0.9643572286744093,gumbel_soft
62,0.17713384,test,0.17764816,0.9581537356321839,gumbel_soft
63,0.16157024,train,0.15647726,0.9665186044954354,gumbel_soft
63,0.16157024,val,0.15254006,0.9679615538646376,gumbel_soft
63,0.16157024,test,0.16043338,0.9653376436781609,gumbel_soft
64,0.15049227,train,0.1521055,0.9684828463650365,gumbel_soft
64,0.15049227,val,0.14647105,0.972967561073288,gumbel_soft
64,0.15049227,test,0.1361788,0.9707255747126436,gumbel_soft
65,0.153889,train,0.15783209,0.9650231021628981,gumbel_soft
65,0.153889,val,0.19764914,0.9527432919503404,gumbel_soft
65,0.153889,test,0.1778119,0.9579741379310345,gumbel_soft
66,0.15968531,train,0.16115691,0.966027544028035,gumbel_soft
66,0.15968531,val,0.2007836,0.9571485782939527,gumbel_soft
66,0.15968531,test,0.14905676,0.9689295977011494,gumbel_soft
67,0.17048632,train,0.16324948,0.9633267114573335,gumbel_soft
67,0.17048632,val,0.15854773,0.9647577092511013,gumbel_soft
67,0.17048632,test,0.1791336,0.9554597701149425,gumbel_soft
68,0.17520802,train,0.15059254,0.9702461998616102,gumbel_soft
68,0.17520802,val,0.16826345,0.9615538646375651,gumbel_soft
68,0.17520802,test,0.14687696,0.9718031609195402,gumbel_soft
69,0.16111416,train,0.15674642,0.9665855672864445,gumbel_soft
69,0.16111416,val,0.17565969,0.9585502603123749,gumbel_soft
69,0.16111416,test,0.2080747,0.9484554597701149,gumbel_soft
70,0.1592258,train,0.16244356,0.9640633021584339,gumbel_soft
70,0.1592258,val,0.15141109,0.9677613135762916,gumbel_soft
70,0.1592258,test,0.1396296,0.9718031609195402,gumbel_soft
71,0.17617218,train,0.16050254,0.9631927858753153,gumbel_soft
71,0.17617218,val,0.17861421,0.9587505006007209,gumbel_soft
71,0.17617218,test,0.13898903,0.9707255747126436,gumbel_soft
72,0.16884339,train,0.1944734,0.9552465346755653,gumbel_soft
72,0.16884339,val,0.17401281,0.9613536243492191,gumbel_soft
72,0.16884339,test,0.19887517,0.9473778735632183,gumbel_soft
73,0.16659038,train,0.16991265,0.9595767951608223,gumbel_soft
73,0.16659038,val,0.17169908,0.9569483380056067,gumbel_soft
73,0.16659038,test,0.19377193,0.9489942528735632,gumbel_soft
74,0.1745946,train,0.16926685,0.9603133858619227,gumbel_soft
74,0.1745946,val,0.17581189,0.9573488185822988,gumbel_soft
74,0.1745946,test,0.17500354,0.9579741379310345,gumbel_soft
75,0.16742931,train,0.16478018,0.9627686881989241,gumbel_soft
75,0.16742931,val,0.18523294,0.9613536243492191,gumbel_soft
75,0.16742931,test,0.21394013,0.9484554597701149,gumbel_soft
76,0.18653417,train,0.15713239,0.9668757393808174,gumbel_soft
76,0.18653417,val,0.17013225,0.9595514617541049,gumbel_soft
76,0.18653417,test,0.16004804,0.9647988505747126,gumbel_soft
77,0.17017642,train,0.17257412,0.9612062230753777,gumbel_soft
77,0.17017642,val,0.17579526,0.9617541049259111,gumbel_soft
77,0.17017642,test,0.16504106,0.9669540229885057,gumbel_soft
78,0.16857086,train,0.19125554,0.953393897457646,gumbel_soft
78,0.16857086,val,0.15891385,0.9643572286744093,gumbel_soft
78,0.16857086,test,0.15489496,0.9667744252873564,gumbel_soft
79,0.17356913,train,0.1811832,0.9570098881721391,gumbel_soft
79,0.17356913,val,0.19001614,0.9543452142571085,gumbel_soft
79,0.17356913,test,0.13804892,0.9737787356321839,gumbel_soft
80,0.16354693,train,0.18294106,0.9556259904912837,gumbel_soft
80,0.16354693,val,0.23090973,0.9381257509010813,gumbel_soft
80,0.16354693,test,0.17496145,0.9651580459770115,gumbel_soft
81,0.18231139,train,0.1706038,0.9591973393451039,gumbel_soft
81,0.18231139,val,0.16825362,0.9627553063676412,gumbel_soft
81,0.18231139,test,0.14848064,0.9689295977011494,gumbel_soft
82,0.16616324,train,0.17112552,0.9593535858574586,gumbel_soft
82,0.16616324,val,0.16693655,0.9581497797356828,gumbel_soft
82,0.16616324,test,0.14936203,0.9669540229885057,gumbel_soft
83,0.1890901,train,0.1763079,0.9584161067833308,gumbel_soft
83,0.1890901,val,0.28007308,0.9231077292751302,gumbel_soft
83,0.1890901,test,0.15670212,0.967492816091954,gumbel_soft
84,0.18647525,train,0.19409761,0.9519430369857815,gumbel_soft
84,0.18647525,val,0.23254132,0.9329195034040849,gumbel_soft
84,0.18647525,test,0.15851474,0.9673132183908046,gumbel_soft
85,0.22505663,train,0.1969,0.9489743532510435,gumbel_soft
85,0.22505663,val,0.22849864,0.9329195034040849,gumbel_soft
85,0.22505663,test,0.2513807,0.9349856321839081,gumbel_soft
86,0.19998986,train,0.20641477,0.9470993951027878,gumbel_soft
86,0.19998986,val,0.20420825,0.9469363235883059,gumbel_soft
86,0.19998986,test,0.20656903,0.9464798850574713,gumbel_soft
87,0.18375003,train,0.20408426,0.9500903997678624,gumbel_soft
87,0.18375003,val,0.32885554,0.8918702442931518,gumbel_soft
87,0.18375003,test,0.16406557,0.9637212643678161,gumbel_soft
88,0.23199876,train,0.19622913,0.9486841811566706,gumbel_soft
88,0.23199876,val,0.17659912,0.9615538646375651,gumbel_soft
88,0.23199876,test,0.17726842,0.9536637931034483,gumbel_soft
89,0.19096644,train,0.20919389,0.9445771299747774,gumbel_soft
89,0.19096644,val,0.20837158,0.9425310372446937,gumbel_soft
89,0.19096644,test,0.25907323,0.9209770114942529,gumbel_soft
90,0.21465772,train,0.21142328,0.9481931206892703,gumbel_soft
90,0.21465772,val,0.163333,0.9631557869443332,gumbel_soft
90,0.21465772,test,0.17959803,0.9568965517241379,gumbel_soft
91,0.19760573,train,0.2403913,0.9362291020289726,gumbel_soft
91,0.19760573,val,0.1899133,0.9519423307969563,gumbel_soft
91,0.19760573,test,0.26769304,0.9233117816091954,gumbel_soft
92,0.19634983,train,0.23244873,0.9387290462266468,gumbel_soft
92,0.19634983,val,0.24137187,0.9325190228273929,gumbel_soft
92,0.19634983,test,0.20057705,0.9441451149425287,gumbel_soft
93,0.22688246,train,0.21991561,0.9440191067163679,gumbel_soft
93,0.22688246,val,0.22614862,0.9469363235883059,gumbel_soft
93,0.22688246,test,0.2971522,0.9037356321839081,gumbel_soft
94,0.22803134,train,0.21996753,0.9410950648423027,gumbel_soft
94,0.22803134,val,0.20049062,0.9489387264717661,gumbel_soft
94,0.22803134,test,0.23683012,0.9301364942528736,gumbel_soft
95,0.21995895,train,0.24232908,0.9323006182897703,gumbel_soft
95,0.21995895,val,0.27927148,0.9040849018822588,gumbel_soft
95,0.21995895,test,0.20418681,0.9443247126436781,gumbel_soft
96,0.21826962,train,0.2682924,0.9323899020111158,gumbel_soft
96,0.21826962,val,0.21386746,0.9493392070484582,gumbel_soft
96,0.21826962,test,0.27463457,0.9215158045977011,gumbel_soft
97,0.23276943,train,0.25139946,0.9278587531528314,gumbel_soft
97,0.23276943,val,0.22609952,0.9323187825390469,gumbel_soft
97,0.23276943,test,0.21910179,0.9441451149425287,gumbel_soft
98,0.24410276,train,0.24721116,0.9292426508336867,gumbel_soft
98,0.24410276,val,0.23427904,0.9299158990788947,gumbel_soft
98,0.24410276,test,0.24036786,0.930316091954023,gumbel_soft
99,0.2357074,train,0.254856,0.9222338787080645,gumbel_soft
99,0.2357074,val,0.26884082,0.9150981177412896,gumbel_soft
99,0.2357074,test,0.27553636,0.9116379310344828,gumbel_soft
100,0.26050866,train,0.26245162,0.9266311019843307,gumbel_soft
100,0.26050866,val,0.25315028,0.9321185422507008,gumbel_soft
100,0.26050866,test,0.21027513,0.9480962643678161,gumbel_soft
101,0.26366934,train,0.25680405,0.9310506461909333,gumbel_soft
101,0.26366934,val,0.16194132,0.9705646776131358,gumbel_soft
101,0.26366934,test,0.17651655,0.9635416666666666,gumbel_soft
102,0.26953796,train,0.27578843,0.9147563670453784,gumbel_soft
102,0.26953796,val,0.23752046,0.9305166199439328,gumbel_soft
102,0.26953796,test,0.32120505,0.8961925287356322,gumbel_soft
103,0.29554206,train,0.25663424,0.9261846833776032,gumbel_soft
103,0.29554206,val,0.2936611,0.9012815378454145,gumbel_soft
103,0.29554206,test,0.22085701,0.9394755747126436,gumbel_soft
104,0.26991785,train,0.2826611,0.9161849065869065,gumbel_soft
104,0.26991785,val,0.3009727,0.8960752903484182,gumbel_soft
104,0.26991785,test,0.28024787,0.9175646551724138,gumbel_soft
105,0.2574379,train,0.25879303,0.9216981763799915,gumbel_soft
105,0.2574379,val,0.30867967,0.8922707248698438,gumbel_soft
105,0.2574379,test,0.30127576,0.9105603448275862,gumbel_soft
106,0.29569265,train,0.26647437,0.9185509252025624,gumbel_soft
106,0.29569265,val,0.19709913,0.9509411293552262,gumbel_soft
106,0.29569265,test,0.27096128,0.912176724137931,gumbel_soft
107,0.26982135,train,0.26700246,0.9167875717059887,gumbel_soft
107,0.26982135,val,0.25474358,0.9231077292751302,gumbel_soft
107,0.26982135,test,0.27369496,0.9112787356321839,gumbel_soft
108,0.29446155,train,0.26225495,0.920716055445191,gumbel_soft
108,0.29446155,val,0.3038765,0.9106928313976772,gumbel_soft
108,0.29446155,test,0.2095113,0.9428879310344828,gumbel_soft
109,0.25308743,train,0.27137962,0.9195776879980357,gumbel_soft
109,0.25308743,val,0.31525934,0.8936724068882659,gumbel_soft
109,0.25308743,test,0.2769388,0.9195402298850575,gumbel_soft
110,0.2510877,train,0.2756481,0.9093770228343118,gumbel_soft
110,0.2510877,val,0.29019445,0.9066880256307569,gumbel_soft
110,0.2510877,test,0.26526803,0.920617816091954,gumbel_soft
111,0.31712094,train,0.2809484,0.908975246088257,gumbel_soft
111,0.31712094,val,0.2599728,0.9130957148578294,gumbel_soft
111,0.31712094,test,0.33337682,0.8735632183908046,gumbel_soft
112,0.27177662,train,0.2770366,0.9103368228387759,gumbel_soft
112,0.27177662,val,0.3348012,0.8776531838205847,gumbel_soft
112,0.27177662,test,0.26113695,0.9224137931034483,gumbel_soft
113,0.31436318,train,0.2985821,0.9000915158143792,gumbel_soft
113,0.31436318,val,0.30771482,0.894873848618342,gumbel_soft
113,0.31436318,test,0.32499927,0.8746408045977011,gumbel_soft
114,0.2623492,train,0.27671304,0.9102921809781032,gumbel_soft
114,0.2623492,val,0.3026632,0.9022827392871445,gumbel_soft
114,0.2623492,test,0.26634803,0.9186422413793104,gumbel_soft
115,0.29685497,train,0.29263175,0.9048905158367001,gumbel_soft
115,0.29685497,val,0.3391052,0.8928714457348819,gumbel_soft
115,0.29685497,test,0.36637568,0.882183908045977,gumbel_soft
116,0.28101736,train,0.26438868,0.9137072833195687,gumbel_soft
116,0.28101736,val,0.24603316,0.9263115738886664,gumbel_soft
116,0.28101736,test,0.24565753,0.9310344827586207,gumbel_soft
117,0.3022587,train,0.28962186,0.9005825762817794,gumbel_soft
117,0.3022587,val,0.34163535,0.8716459751702043,gumbel_soft
117,0.3022587,test,0.31344518,0.896551724137931,gumbel_soft
118,0.27468327,train,0.28813714,0.9021673623356622,gumbel_soft
118,0.27468327,val,0.34460747,0.8774529435322387,gumbel_soft
118,0.27468327,test,0.35858923,0.8807471264367817,gumbel_soft
119,0.3203678,train,0.30103382,0.8945559250909578,gumbel_soft
119,0.3203678,val,0.25968182,0.9112935522627152,gumbel_soft
119,0.3203678,test,0.25895736,0.9157686781609196,gumbel_soft
120,0.2822364,train,0.32702178,0.8877257204080266,gumbel_soft
120,0.2822364,val,0.37445346,0.8570284341209451,gumbel_soft
120,0.2822364,test,0.2409799,0.9243893678160919,gumbel_soft
121,0.32758257,train,0.32326332,0.8765875761701748,gumbel_soft
121,0.32758257,val,0.27525106,0.8998798558269924,gumbel_soft
121,0.32758257,test,0.2567279,0.9155890804597702,gumbel_soft
122,0.31186637,train,0.31250638,0.8745117296488918,gumbel_soft
122,0.31186637,val,0.32570645,0.8778534241089307,gumbel_soft
122,0.31186637,test,0.33705628,0.8487787356321839,gumbel_soft
123,0.3068069,train,0.3499304,0.8734626459230821,gumbel_soft
123,0.3068069,val,0.26972586,0.9092911493792551,gumbel_soft
123,0.3068069,test,0.39506745,0.8568606321839081,gumbel_soft
124,0.31073058,train,0.31495956,0.8780384366420393,gumbel_soft
124,0.31073058,val,0.310893,0.8724469363235883,gumbel_soft
124,0.31073058,test,0.3469967,0.8608117816091954,gumbel_soft
125,0.30408892,train,0.36787665,0.8692439900895069,gumbel_soft
125,0.30408892,val,0.3046264,0.8874649579495395,gumbel_soft
125,0.30408892,test,0.36131945,0.8446479885057471,gumbel_soft
126,0.3423505,train,0.31241867,0.8846454320216066,gumbel_soft
126,0.3423505,val,0.27474612,0.9128954745694834,gumbel_soft
126,0.3423505,test,0.3304671,0.8685344827586207,gumbel_soft
127,0.31328133,train,0.32295173,0.8856721948170799,gumbel_soft
127,0.31328133,val,0.28423503,0.8982779335202242,gumbel_soft
127,0.31328133,test,0.31930518,0.8879310344827587,gumbel_soft
128,0.3280464,train,0.33536294,0.8873685855226446,gumbel_soft
128,0.3280464,val,0.33516872,0.8884661593912695,gumbel_soft
128,0.3280464,test,0.28702426,0.9026580459770115,gumbel_soft
129,0.31444266,train,0.33732754,0.8787750273431396,gumbel_soft
129,0.31444266,val,0.3079857,0.893872647176612,gumbel_soft
129,0.31444266,test,0.31600177,0.8938577586206896,gumbel_soft
130,0.34884253,train,0.3529388,0.8718778598691993,gumbel_soft
130,0.34884253,val,0.31296366,0.8956748097717261,gumbel_soft
130,0.34884253,test,0.36699587,0.8563218390804598,gumbel_soft
131,0.3488356,train,0.3473284,0.8729939063860181,gumbel_soft
131,0.3488356,val,0.32697177,0.8738486183420104,gumbel_soft
131,0.3488356,test,0.34111384,0.8636853448275862,gumbel_soft
132,0.3397614,train,0.38296837,0.8624137854065758,gumbel_soft
132,0.3397614,val,0.3583188,0.8594313175810974,gumbel_soft
132,0.3397614,test,0.38369232,0.8320761494252874,gumbel_soft
133,0.3748869,train,0.35326642,0.876654538961184,gumbel_soft
133,0.3748869,val,0.40737426,0.8386063275931117,gumbel_soft
133,0.3748869,test,0.33923626,0.8825431034482759,gumbel_soft
134,0.36052173,train,0.37383175,0.8692216691591705,gumbel_soft
134,0.36052173,val,0.42703807,0.8444132959551461,gumbel_soft
134,0.36052173,test,0.35063416,0.8818247126436781,gumbel_soft
135,0.36185327,train,0.3726082,0.8659181714693869,gumbel_soft
135,0.36185327,val,0.31650636,0.8870644773728474,gumbel_soft
135,0.36185327,test,0.3553946,0.8644037356321839,gumbel_soft
136,0.3465232,train,0.34039965,0.8818329947992233,gumbel_soft
136,0.3465232,val,0.36484307,0.8710452543051662,gumbel_soft
136,0.3465232,test,0.3782036,0.8758979885057471,gumbel_soft
137,0.37359962,train,0.3838147,0.8594227807415014,gumbel_soft
137,0.37359962,val,0.36455926,0.8584301161393673,gumbel_soft
137,0.37359962,test,0.40842506,0.8270474137931034,gumbel_soft
138,0.3641401,train,0.36248204,0.8653601482109774,gumbel_soft
138,0.3641401,val,0.3791522,0.8468161794152984,gumbel_soft
138,0.3641401,test,0.33792117,0.8717672413793104,gumbel_soft
139,0.3766469,train,0.36829486,0.8655833575143412,gumbel_soft
139,0.3766469,val,0.3503022,0.8854625550660793,gumbel_soft
139,0.3766469,test,0.36980817,0.8591954022988506,gumbel_soft
140,0.36746964,train,0.356209,0.863730720296422,gumbel_soft
140,0.36746964,val,0.34375808,0.8736483780536644,gumbel_soft
140,0.36746964,test,0.3966365,0.8187859195402298,gumbel_soft
141,0.36998776,train,0.3842507,0.8589093993437646,gumbel_soft
